threshold,accuracy,precision,recall,f1
0.1,0.5330514133095927,0.2936819661093031,1.0,0.4540249826509368
0.2,0.7568068847837377,0.44385935111262104,0.9984715322888804,0.6145343367826905
0.30000000000000004,0.8901995697010164,0.6413124533929903,0.9858616736721437,0.7771084337349397
0.4,0.9456191112100304,0.8158953722334004,0.9296904852884983,0.8690837649580283
0.5,0.9591957860375399,0.9326077856843867,0.8513565150936186,0.8901318417898523
0.6,0.9430966688923511,0.9743589743589743,0.7260221627818112,0.8320560543026055
0.7000000000000001,0.917427108835967,0.9895833333333334,0.580817730225449,0.7320009631591621
0.8,0.889754432821426,0.9956178790534619,0.43408482995796716,0.6045769026077702
0.9,0.8605979672082499,1.0,0.2820022927015667,0.4399403874813711
